PMID,Journal,publisher_guess,year,doi,doi_url
12959140,Jpn J Appl Phys,Unknown,2003,10.1143/jjap.42.1263,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=eb3afc2a-4ee7-4b22-8430-355b813419e6&ssb=32220255960&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1143%2FJJAP.42.1263&ssi=db6a5c43-8427-41ba-9208-4e9c8234eda1&ssk=support@shieldsquare.com&ssm=09333493967326035109846519248096&ssn=593b1c4508b21202c65397e00e073db392238864827c-c52b-4385-a6941f&sso=f4e83b02-94ddefdafffce2a9ac19d44572dc01e843b06712eb1f0b27&ssp=11745726471720193601172016149045479&ssq=57636835488811249732254888804659811696507&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJ1em14IjoiN2Y5MDAwNDZlNjRjN2YtYTNmYy00ZmFmLWEyYWUtOWNiMGI3YzIyODdjMS0xNzIwMTU0ODg4MzE3MC0wYTJlNWNiOTRiNTcxNjY1MTAiLCJfX3V6bWYiOiI3ZjYwMDAxMTkzZDBhZi1mY2JlLTQ0ZGQtYWFiOC1jODhlZWZjMTUyZmMxNzIwMTU0ODg4MzE3MC0yZTQ5OTc1MTI1ZjI4MDhjMTAifQ=="
11542403,Jpn J Appl Phys,Unknown,1997,10.1143/jjap.36.7453,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=05ff5cdb-3be1-4f7c-a5d6-ec85f704cdc6&ssb=06533218381&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1143%2FJJAP.36.7453&ssi=12d70c27-8427-4322-a7b0-83f1b8000e44&ssk=support@shieldsquare.com&ssm=43001276185006352106814642658015&ssn=615c06acee9db5f755c1292cc4670d3e8fda16f78514-021b-4060-aae168&sso=29f008e6-620c8c6d691a32c667faf370389050be25863461238b276d&ssp=24530111151720160638172011465082465&ssq=45202835488999922691054889074942569178308&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjYwMDA0NTg5ZmY4OC04ZDY3LTQ4YjQtYjUxZC0yNWNjNTM3OWJjMTgxNzIwMTU0ODg5ODU1MC0yNGY4ZWVhZjBjYjM4N2ExMTAiLCJ1em14IjoiN2Y5MDAwZjkyNjM2MGYtZjg3My00YzhjLTkwYzItMmViMWM5MjRjNGNkMS0xNzIwMTU0ODg5ODU1MC1kNzM2MTQwNjQxZWQ3NmNjMTAiLCJyZCI6ImlvcC5vcmcifQ=="
37064595,J Phys A Math Theor,Unknown,2023,10.1088/1751-8121/acc498,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=4ae588ba-cfc6-49e6-b878-1ed9ac2a4528&ssb=90948235948&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1751-8121%2Facc498&ssi=3d392fc5-8427-42e7-b30a-0450ee217cdf&ssk=support@shieldsquare.com&ssm=81828211374422311106636274365543&ssn=8fa0b8de041a7116a35aaf22c8e7649d96be6c501d12-4c76-4d16-8a79ec&sso=a73c8c8a-720745c0e4b6ab123dba8a8b8a92e86c4b9af95ae58b1d90&ssp=20049493891720279224172021064100124&ssq=58895076833547947738768335170521601455080&ssr=MTk4LjI3LjE4MC4xNTI=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJ1em14IjoiN2Y5MDAwOTdmNGYzZWEtZjgxZC00ZmQ3LTkzZWItODc3Yzg1NjdlOTQ4MS0xNzIwMjY4MzM1MzAzMC02NGQ1MzY0M2ZjNWI1OTk4MTAiLCJfX3V6bWYiOiI3ZjYwMDAwOThhZjY1Mi0zOWVlLTRjMjktOWIwYy0yNmZhYmQ0ODY0MGExNzIwMjY4MzM1MzAzMC01OGFlM2ExNDUwY2FlNDAxMTAiLCJyZCI6ImlvcC5vcmcifQ=="
33403001,J Phys A Math Theor,Unknown,2020,10.1088/1751-8121/ab956e,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=a16031c7-0a0d-4669-a2dd-65b1a0ef72dc&ssb=03775210061&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1751-8121%2Fab956e&ssi=2886eed6-8427-4995-80bd-be4a3324f965&ssk=support@shieldsquare.com&ssm=71476830751415458108117152252639&ssn=901683ed793a130ca443ddb4ed3a685cac3af0d46240-1fab-4498-87ff35&sso=6a67c647-0d1a62523b7aad59fe945e3ef963388fc6956b8a3db8e51a&ssp=08339438231720213150172027215066423&ssq=56470746834099633918668340735613948493598&ssr=MTk4LjI3LjE4MC4xNTI=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjYwMDA4NTE1MDI2Yy1jZGFhLTQxNDItOTg2Zi1mYWE5MGFhOGQ0YTMxNzIwMjY4MzQwOTExMC0xMzIyN2YwZmJiYzcxZjcyMTAiLCJ1em14IjoiN2Y5MDAwZDkzOGQ3ZGQtYTA4Mi00MWVmLTg1YTEtNzc2YjRmMTkxNTI5MS0xNzIwMjY4MzQwOTExMC02NDNlZWJmMmM5MTk3YzkwMTAiLCJyZCI6ImlvcC5vcmcifQ=="
25243014,J Stat Mech,Unknown,2013,10.1088/1742-5468/2013/03/P03003,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=44c34d9c-982d-4860-af28-e52b225e1dc1&ssb=81126298623&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1742-5468%2F2013%2F03%2FP03003&ssi=430376bb-8427-43d9-9020-184c775dde77&ssk=support@shieldsquare.com&ssm=69386596207262146103351385186308&ssn=2a43cacac50cc526927a349949b8303d7e66788f7dfb-908b-4860-aee500&sso=254d20ef-4dab9b2db74b727ee311e6ade4bfa157a541561cf0bbd02d&ssp=52169459281720248858172022035301998&ssq=32555042517145311177925171978982914650243&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJfX3V6bWYiOiI3ZjYwMDAwMjJjMGY1OC01ZGViLTRjMGItYTU3OS0wNTI5MmMyZGYxMGMxNzIwMjI1MTcxNjk1MC0xNmVlOTk1MGFjODE0MWE2MTAiLCJ1em14IjoiN2Y5MDAwMTEwMTY1ZjktYjI4NC00MzZiLTk1MmYtZGFhZjlmMjNjNWNjMS0xNzIwMjI1MTcxNjk1MC1hZWM1NGVkODA1YThkZGY0MTAifQ=="
38916246,Biomed Mater,Unknown,2024,10.1088/1748-605X/ad5819,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=33cd918b-268e-48fe-8faa-4f1296602940&ssb=09385268752&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1748-605X%2Fad5819&ssi=d20b3ab5-8427-4717-a3a3-fa6dc5909b40&ssk=support@shieldsquare.com&ssm=70260204303274874103048320264994&ssn=f3c3d1c7d7056ff07b96306c37d06e284c741c5a49cf-5d39-4f52-9fe497&sso=ec03bf8b-fa9acc87e793b9475352181dce13c33427e757ba1b7665f8&ssp=99919289081720217965172021714999575&ssq=96034752586779820931325867492977407946841&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJ1em14IjoiN2Y5MDAwYzBlYTBlNjQtNDc5My00NjJhLTllZTgtYzJhZTE0YmUyMDEyMS0xNzIwMjI1ODY3NTQxMC1mY2FjZDE2MzUwYWQxMWRkMTAiLCJfX3V6bWYiOiI3ZjYwMDA2OTBjYjc0Yi00YTkxLTRkZDgtYTA2Zi1lOGU3YjY0ZDNkOTkxNzIwMjI1ODY3NTQxMC04ZjRiMDJmMmI2NmRjYTAxMTAifQ=="
38914083,Biomed Mater,Unknown,2024,10.1088/1748-605X/ad5b41,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=a2e7a000-a399-4619-b6fc-d419802b727d&ssb=85231256724&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1748-605X%2Fad5b41&ssi=8909005d-8427-494a-a373-424747528d76&ssk=support@shieldsquare.com&ssm=83819018803373861109959254840541&ssn=9ddf1ce1c17a8695c23572d5135eb843e8f916171fdc-3d9a-4d4e-a52481&sso=53bfc4d6-5a2160cf3ca28a22ed9dba672260f6609c91f3dac5b9fbfe&ssp=27586969041720295505172029123733090&ssq=45421872586900204219025869124738643308630&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjYwMDBlNGIzYjc5Ny01ZTg4LTQ1ZmUtYjI0Yi0yNDNlN2NiZWUzNGYxNzIwMjI1ODY5MTI4MC0xYTQ2Mjc0ZGEzZGIyNDA5MTAiLCJ1em14IjoiN2Y5MDAwNTMwZjE4YmEtNDlmYy00MzNiLTk1YmItNGJkMDg0MzY4ZTdmMS0xNzIwMjI1ODY5MTI4MC0wNDhhMWQwM2JmYzEyZWZmMTAiLCJyZCI6ImlvcC5vcmcifQ=="
36698962,JPhys Photonics,Unknown,2023,10.1088/2515-7647/aca8e1,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=1ec2663b-8fbf-4d74-a203-5653de2184aa&ssb=01948261999&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F2515-7647%2Faca8e1&ssi=ccd9abef-8427-4d10-a18d-e6855ea05c66&ssk=support@shieldsquare.com&ssm=95865181169109650107517990144149&ssn=4d50eaacaba619db511a10451f018410e28b1b89bd34-be24-4e31-ad1261&sso=14b94e5e-e6935b3d031f25e6cab08e40f54cd9acae6b856b68f0c239&ssp=50853702521720313578172037731749692&ssq=46068152283540586169122835239761663534059&ssr=MTk4LjI3LjE4MC4xNTI=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJfX3V6bWYiOiI3ZjYwMDBjODJjNWRjOC02YmY5LTQxZDktOTY1ZC03NjMxNmUwYzZhMWYxNzIwMzIyODM1NTA2MC0wY2M0ODQ5ODUzMTg1ZGUzMTAiLCJ1em14IjoiN2Y5MDAwZGZlMTAzOTQtYmFiMi00NjNmLWExMDMtZjQxZmY0YzUwY2U1MS0xNzIwMzIyODM1NTA2MC1lODQ1NzhkODFmZjU2ZGRiMTAifQ=="
35005622,Planet Sci J,Unknown,2021,10.3847/psj/abe7ec,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=af4b09fc-9ea3-40db-b94f-2b0a125ce44a&ssb=93399259323&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.3847%2FPSJ%2Fabe7ec&ssi=56b0717e-8427-42e5-b8f6-c87db20a1e64&ssk=support@shieldsquare.com&ssm=45392965735783270103946000277179&ssn=24af420ff793816ec68769aa4bf7ad2ade3558b62555-8e92-4abf-84e06b&sso=d82531fd-e40c5c7eded716dff1ca426ad624d430d462d4d85ca15db7&ssp=18085656241720386284172037658903936&ssq=21334832438336907010424383093040857340028&ssr=MTk4LjI3LjE4MC4xNTI=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJfX3V6bWYiOiI3ZjYwMDA4MTFmNWI2MC01MzI0LTQ1OTEtOWNhNS00YmUzNThlNzQwM2ExNzIwMzI0MzgzNTk1MC1iOGQ4N2MxOWMyYjMyMWNiMTAiLCJ1em14IjoiN2Y5MDAwMWJmNDFhYmEtMTc5Ni00N2ExLWEzODItODE5NzQxOTk3ODRhMS0xNzIwMzI0MzgzNTk1MC1jNGFiNjZiZDk2NWI0ODVkMTAifQ=="
33681766,Planet Sci J,Unknown,2021,10.3847/psj/abd258,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=f7eb9d89-4fe9-454f-ab25-81a09622e37e&ssb=44037299848&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.3847%2FPSJ%2Fabd258&ssi=b00c9f73-8427-419b-aa2c-5245b48c4979&ssk=support@shieldsquare.com&ssm=70251394540751534106760257903193&ssn=1104a25e5450421a7fb18f1b85b1df925f62bd5a4a10-29f9-4eb2-a89bfe&sso=3286af7e-2e10d055f7963522f847861c63640cedc6157cf4ce47d90d&ssp=36127232671720348195172030589581716&ssq=42203452438885153142924388785341222121981&ssr=MTk4LjI3LjE4MC4xNTI=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJfX3V6bWYiOiI3ZjYwMDA5ODNhNzFjMC00YmM2LTQ5N2QtYThlYi1hZjJlMGE4ZDZhYjUxNzIwMzI0Mzg4OTI4MC03N2Y1Y2RjZWY1M2Y4ZjZhMTAiLCJ1em14IjoiN2Y5MDAwOTVlY2JjYWEtM2IzNy00N2Y2LWE1YWItNDIzZTY5ZDJmZDQ5MS0xNzIwMzI0Mzg4OTI4MC1mOGExMjU4OTNhNTc0ZTdlMTAifQ=="
37398924,J Phys Commun,Unknown,2022,10.1088/2399-6528/acde43,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=d3c0418e-5b79-436a-9e36-e5b0531dd1a1&ssb=24712204385&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F2399-6528%2Facde43&ssi=4f4bb701-8427-49df-bf9d-044221c4cb17&ssk=support@shieldsquare.com&ssm=67343990021279895100293194585447&ssn=6ce421ef7e72456659a082817b01d658e9e7d0b01909-ff92-4b3d-a6df8c&sso=45b5a39b-25c76683ebc7874c30c95c876b5cc2e3fd1faed2c0411b98&ssp=05962093471720311887172032937773579&ssq=35475332440915559327924409902520496379030&ssr=MTk4LjI3LjE4MC4xNTI=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJ1em14IjoiN2Y5MDAwZjJjMzU0YjktMmE0Ny00NTY0LTgzYWItNTU1MTFmZTYxZWIxMS0xNzIwMzI0NDA5NDE5MC1iZTk5NDJjMWUwNGM3MGQ1MTAiLCJfX3V6bWYiOiI3ZjYwMDAzNjFiZmY0Zi0yNDBhLTRmYzEtOTg1YS1iMWNiMTBhZTM1YjUxNzIwMzI0NDA5NDE5MC1hYWMxMDk5MzQwZmM3ZTM3MTAifQ=="
36541507,Phys Biol,Unknown,2022,10.1088/1478-3975/aca6c9,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=a69fe800-c0ed-4962-a6bf-08ba61d55c9f&ssb=12091259999&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1478-3975%2Faca6c9&ssi=65efbf81-8427-4ecc-b3cd-4e1257273166&ssk=support@shieldsquare.com&ssm=95348234827249799104538786233315&ssn=300e7a976c053b740ec976fff66b1e58411b31e393c9-c80a-462f-8daeb9&sso=5e805e35-f8f89b4f2f4e033473c440f80ca4646a0c11d7839813d7b9&ssp=39483796751720265034172028961817915&ssq=43864671653794930217916537983050841905677&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjYwMDBjMjMyZGJlMC1mZjNjLTRiNWQtODBiZC04MDgwYTViZDc5MDMxNzIwMjE2NTM3ODAxMC04YWM4MmMyNjFiNjljNTE3MTAiLCJyZCI6ImlvcC5vcmciLCJ1em14IjoiN2Y5MDAwZGE3ZWQ0M2YtMGVlOS00MDUwLTg0ODAtNzk3MTU2Mjg5NGZiMS0xNzIwMjE2NTM3ODAxMC1lOGU4ZDIwZDVlYzdkODM4MTAifQ=="
38914053,Nanotechnology,Unknown,2024,10.1088/1361-6528/ad5afd,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=2b651181-9ae5-42a5-9411-872911cf3f83&ssb=19477256029&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6528%2Fad5afd&ssi=8c78a9e6-8427-42ed-aaa0-9bd76ec1fb5d&ssk=support@shieldsquare.com&ssm=09457033619717128107380045706386&ssn=65aff7034594a954986e7abbd88fd3076584b201b04e-fda5-42c4-a6c2e7&sso=fe744866-186e4e663916c26375214da8ad42cfa08471f547a637019f&ssp=71462449111720265050172029203022027&ssq=14136931675416772646616754995045537941870&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJ1em14IjoiN2Y5MDAwMmUxMWUzOTUtYjI4Ni00ZTcxLTg3OWYtZTgyYmIxNjA3Njc4MS0xNzIwMjE2NzU0MjI2MC1lODgxNDM1MjJlNGU2MDU0MTAiLCJfX3V6bWYiOiI3ZjYwMDA3Y2UzMGQ2MC1iYTM5LTQ3MTAtOTk0My00OTc3ZjI5MjVlZjMxNzIwMjE2NzU0MjI2MC00NjFmZjE3Y2E2NjhiM2ViMTAifQ=="
38897177,Nanotechnology,Unknown,2024,10.1088/1361-6528/ad59ad,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=5d75894a-cff1-4241-950c-0532ae107c53&ssb=79059204863&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6528%2Fad59ad&ssi=5e297832-8427-49af-83e4-bc92b04386fb&ssk=support@shieldsquare.com&ssm=01159299362026455106051026598359&ssn=83513021a1b96edef303162ae37f1b10bcc42f8a7f92-75b0-49ce-b463d6&sso=56169692-c5241e76e12f5c36381dcb2f9bc0b246c27824e502ae6c96&ssp=94256120721720237835172029343618254&ssq=36840001675587237013016755883097596665753&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJ1em14IjoiN2Y5MDAwNWJiZDA4OTItZmEzZS00YTVjLWI3YWYtNzQ2NjI5NWE3NzBiMS0xNzIwMjE2NzU1NzUxMC03ZTExNzk2ZGY3YzU4MjBiMTAiLCJfX3V6bWYiOiI3ZjYwMDBjYWMzMWNkMy1iMGI1LTQ5ZTAtOThkNC0wZjUyNTEwNzEwM2QxNzIwMjE2NzU1NzUxMC1lOGQ1YzU5NzdhZTI5NGNiMTAifQ=="
17396157,J Opt B Quantum Semiclassical Opt,Unknown,2005,10.1088/1464-4266/7/10/009,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=c40c2aa0-0dd6-48d1-8864-442651680bd1&ssb=88513227760&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1464-4266%2F7%2F10%2F009&ssi=e6dbb03f-8427-4ba1-a79e-ea126ec9a1ca&ssk=support@shieldsquare.com&ssm=16466382870570928102459345440771&ssn=c6ededafac658ead259f066fa9d89d5b30fc860890c1-b4b7-40b0-8aefc2&sso=fd72ed45-029b1e000545b8db4ce249837955111f970715c0809a11f7&ssp=71383601021720239547172026939630377&ssq=83404481731733959423517317772910000012482&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJfX3V6bWYiOiI3ZjYwMDBjNjU3MTUxNi1hYTgyLTQzODktYTg5NS1iNzc1MzJjZjJlNDMxNzIwMjE3MzE3NzQyMC01MWYyYTc0N2Q0YWU2ZDQwMTAiLCJ1em14IjoiN2Y5MDAwNzIyNGE1MDAtMTdjMy00ODZiLWEzYWEtNTE0MzdlOWJiODA3MS0xNzIwMjE3MzE3NzQyMC1mMTMzMThkMmZiOWQyMzEzMTAifQ=="
20844594,J Phys A Math Gen,Unknown,2009,10.1088/1751-8113/42/48/485001,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=d84b4d7b-e447-4c9d-8054-e89b55dd9206&ssb=48527224272&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1751-8113%2F42%2F48%2F485001&ssi=24e89fba-8427-4348-88f4-fde5867f7bb3&ssk=support@shieldsquare.com&ssm=79707105701482415103449981563993&ssn=953b5658d11a4a3adf738a4bf579cc2afcc21a2a4428-effd-4572-9e7b84&sso=75c9a66f-9027d590a7bf1b62454f708204e33765be9746a2ba9ed1a1&ssp=15967911881720268846172026094085303&ssq=17040811732732763715417327480237584472119&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjYwMDA5OWRkZjAyNC0xZmQyLTRhMDMtYjc2YS1mMGE2YmM2NzEwNWYxNzIwMjE3MzI3MDg5MC00NmFjNTQ4YjcwOGUxNGJjMTAiLCJyZCI6ImlvcC5vcmciLCJ1em14IjoiN2Y5MDAwMmE2MWRjZDItOGNjZC00NjZkLWFhOTEtZmM4Mzk4ODJmNWNmMS0xNzIwMjE3MzI3MDg5MC02YmVkZTUzMWJjODljMjJhMTAifQ=="
17195865,J Phys A Math Gen,Unknown,2005,10.1088/0305-4470/38/38/L02,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=8d8fefb8-e9d8-4e37-a8ec-e6a37f121908&ssb=67689222812&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F0305-4470%2F38%2F38%2FL02&ssi=6f098506-8427-46e9-889e-6ca213bf14a4&ssk=support@shieldsquare.com&ssm=30866451138635508107948859322152&ssn=42eee01ab4b9fa2e4eafc8a913e13103b9e8a211cb32-b593-4a69-b55932&sso=a8359f56-14b650c87df624f98a2358bbf9aeefeac0b5da9a20fe99f7&ssp=71751811431720236411172027852375656&ssq=64384451733108110010417331538526180564311&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJfX3V6bWYiOiI3ZjYwMDA1ZTU0YTMwZi02YjlhLTRlNDktYTFlMi1lMDA4MDFlMzI0YzcxNzIwMjE3MzMxMTgxMC1mMWZkYmJkNzU4M2MzMjlmMTAiLCJ1em14IjoiN2Y5MDAwY2MwNTAwMDEtZDU4Zi00Mjk4LTkzZGItNzQ0NzA0NDA4MGEwMS0xNzIwMjE3MzMxMTgxMC02NjcwMzRmMzAwZWNiOTljMTAifQ=="
37990698,Inverse Probl,Unknown,2023,10.1088/1361-6420/acf51c,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=ea8127b2-e816-4d21-bce6-0e759633db93&ssb=16089240896&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6420%2Facf51c&ssi=28881dec-8427-4bc8-8252-0b8e0383a4af&ssk=support@shieldsquare.com&ssm=77109062230100047108326947659228&ssn=1caf693d0385617800aaefdea147157090e1aef0ced6-e596-4595-916ca0&sso=2a288f51-582a31ef17f78268231e9a8c97806d1bbeca2313ae470ffe&ssp=73963804241720271913172025454287153&ssq=29901311736803865090017368009284895293648&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJfX3V6bWYiOiI3ZjYwMDBjNzBhMWY5Mi02YWI1LTRkZDItOTE0OC0yYjQ5ZTQyODI2ZjcxNzIwMjE3MzY4MjY5MC0xOWI4ZjFmNmMxODFmZWIzMTAiLCJ1em14IjoiN2Y5MDAwODI2YzQ4MzctNmZlNi00YTU4LWE4NDEtMmU5MjlkMDEzOWFlMS0xNzIwMjE3MzY4MjY5MC0wNTQ1MGViMzBlMWViNTZlMTAifQ=="
